[2025-08-15 13:00:31,464] INFO - === NNStreamer 系統啟動 ===
[2025-08-15 13:00:31,464] INFO - TFLite 模型: ./models/yolov8n_float32.tflite
[2025-08-15 13:00:31,464] INFO - 輸入來源: 0
[2025-08-15 13:00:31,464] INFO - 最大工作者數: 4
[2025-08-15 13:00:31,464] INFO - 預載入 TFLite 解釋器...
[2025-08-15 13:00:31,514] INFO - TFLite 模型載入成功: ./models/yolov8n_float32.tflite
[2025-08-15 13:00:31,515] INFO - 輸入張量形狀: [  1 640 640   3]
[2025-08-15 13:00:31,515] INFO - 輸出張量數量: 1
[2025-08-15 13:00:31,539] INFO - TFLite 模型載入成功: ./models/yolov8n_float32.tflite
[2025-08-15 13:00:31,539] INFO - 輸入張量形狀: [  1 640 640   3]
[2025-08-15 13:00:31,539] INFO - 輸出張量數量: 1
[2025-08-15 13:00:31,581] INFO - TFLite 模型載入成功: ./models/yolov8n_float32.tflite
[2025-08-15 13:00:31,581] INFO - 輸入張量形狀: [  1 640 640   3]
[2025-08-15 13:00:31,581] INFO - 輸出張量數量: 1
[2025-08-15 13:00:31,617] INFO - TFLite 模型載入成功: ./models/yolov8n_float32.tflite
[2025-08-15 13:00:31,617] INFO - 輸入張量形狀: [  1 640 640   3]
[2025-08-15 13:00:31,617] INFO - 輸出張量數量: 1
[2025-08-15 13:00:31,617] INFO - 成功預載入 4 個解釋器
[2025-08-15 13:00:31,617] INFO - === 啟動 NNStreamer 串流處理 ===
[2025-08-15 13:00:31,622] INFO - 啟動影像擷取器: 0
[2025-08-15 13:00:37,598] INFO - 啟動推論管理器
[2025-08-15 13:00:37,598] INFO - 啟動結果處理器
[2025-08-15 13:00:37,893] INFO - 統計 - FPS: 0.0, 推論時間: 212.2ms, CPU: 25.0%, 記憶體: 35.7%
[2025-08-15 13:07:46,941] INFO - 統計 - FPS: 0.0, 推論時間: 151.4ms, CPU: 36.6%, 記憶體: 35.5%
[2025-08-15 13:07:48,109] INFO - 統計 - FPS: 0.0, 推論時間: 151.0ms, CPU: 23.7%, 記憶體: 35.5%
[2025-08-15 13:07:49,259] INFO - 統計 - FPS: 0.0, 推論時間: 151.4ms, CPU: 25.8%, 記憶體: 35.5%
[2025-08-15 13:07:50,429] INFO - 統計 - FPS: 0.0, 推論時間: 151.4ms, CPU: 41.5%, 記憶體: 35.5%
[2025-08-15 13:07:51,724] INFO - 統計 - FPS: 0.0, 推論時間: 157.5ms, CPU: 36.6%, 記憶體: 35.5%
[2025-08-15 13:07:52,895] INFO - 統計 - FPS: 0.0, 推論時間: 158.2ms, CPU: 29.4%, 記憶體: 35.5%
[2025-08-15 13:07:54,060] INFO - 統計 - FPS: 0.0, 推論時間: 158.6ms, CPU: 25.0%, 記憶體: 35.5%
[2025-08-15 13:07:55,200] INFO - 統計 - FPS: 0.0, 推論時間: 154.3ms, CPU: 31.2%, 記憶體: 35.5%
[2025-08-15 13:07:56,346] INFO - 統計 - FPS: 0.0, 推論時間: 151.6ms, CPU: 31.9%, 記憶體: 35.5%
[2025-08-15 13:07:57,502] INFO - 統計 - FPS: 0.0, 推論時間: 150.9ms, CPU: 29.5%, 記憶體: 35.5%
[2025-08-15 13:07:58,670] INFO - 統計 - FPS: 0.0, 推論時間: 150.3ms, CPU: 45.5%, 記憶體: 35.5%
[2025-08-15 13:07:59,836] INFO - 統計 - FPS: 0.0, 推論時間: 150.5ms, CPU: 33.3%, 記憶體: 35.5%
[2025-08-15 13:08:00,977] INFO - 統計 - FPS: 0.0, 推論時間: 151.4ms, CPU: 25.8%, 記憶體: 35.5%
[2025-08-15 13:08:02,140] INFO - 統計 - FPS: 0.0, 推論時間: 152.2ms, CPU: 25.5%, 記憶體: 35.5%
[2025-08-15 13:08:03,311] INFO - 統計 - FPS: 0.0, 推論時間: 152.2ms, CPU: 26.7%, 記憶體: 35.5%
[2025-08-15 13:08:04,493] INFO - 統計 - FPS: 0.0, 推論時間: 152.5ms, CPU: 25.0%, 記憶體: 35.5%
[2025-08-15 13:08:05,632] INFO - 統計 - FPS: 0.0, 推論時間: 152.1ms, CPU: 37.5%, 記憶體: 35.5%
[2025-08-15 13:08:06,817] INFO - 統計 - FPS: 0.0, 推論時間: 152.5ms, CPU: 32.8%, 記憶體: 35.5%
[2025-08-15 13:08:07,983] INFO - 統計 - FPS: 0.0, 推論時間: 152.3ms, CPU: 27.9%, 記憶體: 35.5%
[2025-08-15 13:08:09,121] INFO - 統計 - FPS: 0.0, 推論時間: 151.8ms, CPU: 26.7%, 記憶體: 35.5%
[2025-08-15 13:08:10,284] INFO - 統計 - FPS: 0.0, 推論時間: 151.3ms, CPU: 29.5%, 記憶體: 35.5%
[2025-08-15 13:08:11,443] INFO - 統計 - FPS: 0.0, 推論時間: 151.5ms, CPU: 29.4%, 記憶體: 35.5%
[2025-08-15 13:08:12,578] INFO - 統計 - FPS: 0.0, 推論時間: 151.1ms, CPU: 35.6%, 記憶體: 35.5%
[2025-08-15 13:08:13,757] INFO - 統計 - FPS: 0.0, 推論時間: 151.8ms, CPU: 25.8%, 記憶體: 35.5%
[2025-08-15 13:08:14,898] INFO - 統計 - FPS: 0.0, 推論時間: 151.7ms, CPU: 30.2%, 記憶體: 35.5%
[2025-08-15 13:08:16,049] INFO - 統計 - FPS: 0.0, 推論時間: 151.5ms, CPU: 27.9%, 記憶體: 35.5%
[2025-08-15 13:08:17,213] INFO - 統計 - FPS: 0.0, 推論時間: 150.6ms, CPU: 24.2%, 記憶體: 35.5%
[2025-08-15 13:08:18,369] INFO - 統計 - FPS: 0.0, 推論時間: 151.0ms, CPU: 23.5%, 記憶體: 35.5%
[2025-08-15 13:08:19,545] INFO - 統計 - FPS: 0.0, 推論時間: 150.6ms, CPU: 26.3%, 記憶體: 35.5%
[2025-08-15 13:08:20,692] INFO - 統計 - FPS: 0.0, 推論時間: 151.1ms, CPU: 23.5%, 記憶體: 35.5%
[2025-08-15 13:08:21,842] INFO - 統計 - FPS: 0.0, 推論時間: 150.1ms, CPU: 21.6%, 記憶體: 35.5%
[2025-08-15 13:08:23,005] INFO - 統計 - FPS: 0.0, 推論時間: 151.1ms, CPU: 27.3%, 記憶體: 35.5%
[2025-08-15 13:08:24,163] INFO - 統計 - FPS: 0.0, 推論時間: 151.5ms, CPU: 47.2%, 記憶體: 35.5%
[2025-08-15 13:08:25,332] INFO - 統計 - FPS: 0.0, 推論時間: 152.4ms, CPU: 42.6%, 記憶體: 35.5%
[2025-08-15 13:08:26,482] INFO - 統計 - FPS: 0.0, 推論時間: 151.7ms, CPU: 29.4%, 記憶體: 35.5%
[2025-08-15 13:08:27,652] INFO - 統計 - FPS: 0.0, 推論時間: 150.9ms, CPU: 34.7%, 記憶體: 35.5%
[2025-08-15 13:08:28,818] INFO - 統計 - FPS: 0.0, 推論時間: 151.3ms, CPU: 28.6%, 記憶體: 35.5%
[2025-08-15 13:08:30,000] INFO - 統計 - FPS: 0.0, 推論時間: 151.8ms, CPU: 35.6%, 記憶體: 35.5%
[2025-08-15 13:08:31,148] INFO - 統計 - FPS: 0.0, 推論時間: 152.7ms, CPU: 27.3%, 記憶體: 35.5%
[2025-08-15 13:08:32,325] INFO - 統計 - FPS: 0.0, 推論時間: 152.2ms, CPU: 31.1%, 記憶體: 35.5%
[2025-08-15 13:08:33,488] INFO - 統計 - FPS: 0.0, 推論時間: 152.0ms, CPU: 29.7%, 記憶體: 35.5%
[2025-08-15 13:08:34,652] INFO - 統計 - FPS: 0.0, 推論時間: 152.1ms, CPU: 32.4%, 記憶體: 35.5%
[2025-08-15 13:08:35,813] INFO - 統計 - FPS: 0.0, 推論時間: 153.0ms, CPU: 22.9%, 記憶體: 35.5%
[2025-08-15 13:08:36,978] INFO - 統計 - FPS: 0.0, 推論時間: 152.7ms, CPU: 24.0%, 記憶體: 35.5%
[2025-08-15 13:08:38,146] INFO - 統計 - FPS: 0.0, 推論時間: 153.1ms, CPU: 28.3%, 記憶體: 35.5%
[2025-08-15 13:08:39,302] INFO - 統計 - FPS: 0.0, 推論時間: 152.9ms, CPU: 31.9%, 記憶體: 35.5%
[2025-08-15 13:08:40,448] INFO - 統計 - FPS: 0.0, 推論時間: 152.8ms, CPU: 25.0%, 記憶體: 35.5%
[2025-08-15 13:08:41,638] INFO - 統計 - FPS: 0.0, 推論時間: 151.6ms, CPU: 23.5%, 記憶體: 35.5%
[2025-08-15 13:08:42,785] INFO - 統計 - FPS: 0.0, 推論時間: 150.9ms, CPU: 26.5%, 記憶體: 35.5%
[2025-08-15 13:08:43,954] INFO - 統計 - FPS: 0.0, 推論時間: 151.4ms, CPU: 21.6%, 記憶體: 35.5%
[2025-08-15 13:08:45,106] INFO - 統計 - FPS: 0.0, 推論時間: 152.1ms, CPU: 22.2%, 記憶體: 35.5%
[2025-08-15 13:08:46,259] INFO - 統計 - FPS: 0.0, 推論時間: 151.8ms, CPU: 28.3%, 記憶體: 35.5%
[2025-08-15 13:08:47,416] INFO - 統計 - FPS: 0.0, 推論時間: 150.9ms, CPU: 21.9%, 記憶體: 35.5%
[2025-08-15 13:08:48,566] INFO - 統計 - FPS: 0.0, 推論時間: 150.9ms, CPU: 43.3%, 記憶體: 35.5%
[2025-08-15 13:08:49,731] INFO - 統計 - FPS: 0.0, 推論時間: 150.3ms, CPU: 26.7%, 記憶體: 35.5%
[2025-08-15 13:08:50,884] INFO - 統計 - FPS: 0.0, 推論時間: 151.3ms, CPU: 26.7%, 記憶體: 35.5%
[2025-08-15 13:08:52,050] INFO - 統計 - FPS: 0.0, 推論時間: 151.0ms, CPU: 31.4%, 記憶體: 35.5%
[2025-08-15 13:08:53,202] INFO - 統計 - FPS: 0.0, 推論時間: 151.2ms, CPU: 25.0%, 記憶體: 35.5%
[2025-08-15 13:08:54,373] INFO - 統計 - FPS: 0.0, 推論時間: 151.3ms, CPU: 24.3%, 記憶體: 35.5%
[2025-08-15 13:08:55,509] INFO - 統計 - FPS: 0.0, 推論時間: 151.8ms, CPU: 31.2%, 記憶體: 35.5%
[2025-08-15 13:08:56,677] INFO - 統計 - FPS: 0.0, 推論時間: 151.9ms, CPU: 38.5%, 記憶體: 35.5%
[2025-08-15 13:08:57,832] INFO - 統計 - FPS: 0.0, 推論時間: 150.8ms, CPU: 36.4%, 記憶體: 35.5%
[2025-08-15 13:08:58,998] INFO - 統計 - FPS: 0.0, 推論時間: 151.3ms, CPU: 21.1%, 記憶體: 35.5%
[2025-08-15 13:09:00,193] INFO - 統計 - FPS: 0.0, 推論時間: 153.3ms, CPU: 48.9%, 記憶體: 35.5%
[2025-08-15 13:09:01,379] INFO - 統計 - FPS: 0.0, 推論時間: 155.7ms, CPU: 22.2%, 記憶體: 35.5%
[2025-08-15 13:09:02,536] INFO - 統計 - FPS: 0.0, 推論時間: 155.7ms, CPU: 33.3%, 記憶體: 35.5%
[2025-08-15 13:09:03,701] INFO - 統計 - FPS: 0.0, 推論時間: 155.2ms, CPU: 33.3%, 記憶體: 35.5%
[2025-08-15 13:09:04,883] INFO - 統計 - FPS: 0.0, 推論時間: 152.5ms, CPU: 26.7%, 記憶體: 35.5%
[2025-08-15 13:09:06,012] INFO - 統計 - FPS: 0.0, 推論時間: 152.1ms, CPU: 30.6%, 記憶體: 35.5%
[2025-08-15 13:09:07,152] INFO - 統計 - FPS: 0.0, 推論時間: 152.5ms, CPU: 33.3%, 記憶體: 35.5%
[2025-08-15 13:09:08,328] INFO - 統計 - FPS: 0.0, 推論時間: 152.7ms, CPU: 30.3%, 記憶體: 35.5%
[2025-08-15 13:09:09,494] INFO - 統計 - FPS: 0.0, 推論時間: 152.6ms, CPU: 33.3%, 記憶體: 35.5%
[2025-08-15 13:09:10,678] INFO - 統計 - FPS: 0.0, 推論時間: 152.7ms, CPU: 41.2%, 記憶體: 35.5%
[2025-08-15 13:09:11,817] INFO - 統計 - FPS: 0.0, 推論時間: 152.2ms, CPU: 25.8%, 記憶體: 35.5%
[2025-08-15 13:09:12,979] INFO - 統計 - FPS: 0.0, 推論時間: 152.1ms, CPU: 22.9%, 記憶體: 35.5%
[2025-08-15 13:09:14,134] INFO - 統計 - FPS: 0.0, 推論時間: 152.3ms, CPU: 26.7%, 記憶體: 35.5%
[2025-08-15 13:09:15,301] INFO - 統計 - FPS: 0.0, 推論時間: 152.3ms, CPU: 32.4%, 記憶體: 35.5%
[2025-08-15 13:09:16,438] INFO - 統計 - FPS: 0.0, 推論時間: 151.9ms, CPU: 25.5%, 記憶體: 35.5%
[2025-08-15 13:09:17,592] INFO - 統計 - FPS: 0.0, 推論時間: 151.8ms, CPU: 18.2%, 記憶體: 35.5%
[2025-08-15 13:09:18,744] INFO - 統計 - FPS: 0.0, 推論時間: 152.1ms, CPU: 34.3%, 記憶體: 35.5%
[2025-08-15 13:09:19,924] INFO - 統計 - FPS: 0.0, 推論時間: 152.1ms, CPU: 25.0%, 記憶體: 35.5%
[2025-08-15 13:09:21,097] INFO - 統計 - FPS: 0.0, 推論時間: 151.9ms, CPU: 36.4%, 記憶體: 35.5%
[2025-08-15 13:09:22,246] INFO - 統計 - FPS: 0.0, 推論時間: 151.8ms, CPU: 25.8%, 記憶體: 35.5%
[2025-08-15 13:09:23,402] INFO - 統計 - FPS: 0.0, 推論時間: 151.9ms, CPU: 25.0%, 記憶體: 35.5%
[2025-08-15 13:09:24,567] INFO - 統計 - FPS: 0.0, 推論時間: 152.1ms, CPU: 25.8%, 記憶體: 35.5%
[2025-08-15 13:09:25,736] INFO - 統計 - FPS: 0.0, 推論時間: 152.0ms, CPU: 34.0%, 記憶體: 35.5%
[2025-08-15 13:09:26,885] INFO - 統計 - FPS: 0.0, 推論時間: 152.2ms, CPU: 34.7%, 記憶體: 35.5%
[2025-08-15 13:09:28,039] INFO - 統計 - FPS: 0.0, 推論時間: 152.1ms, CPU: 33.3%, 記憶體: 35.5%
[2025-08-15 13:09:29,193] INFO - 統計 - FPS: 0.0, 推論時間: 152.1ms, CPU: 35.5%, 記憶體: 35.5%
[2025-08-15 13:09:30,361] INFO - 統計 - FPS: 0.0, 推論時間: 151.7ms, CPU: 33.3%, 記憶體: 35.5%
[2025-08-15 13:09:31,509] INFO - 統計 - FPS: 0.0, 推論時間: 151.3ms, CPU: 24.2%, 記憶體: 35.5%
[2025-08-15 13:09:32,664] INFO - 統計 - FPS: 0.0, 推論時間: 151.1ms, CPU: 35.6%, 記憶體: 35.5%
[2025-08-15 13:09:33,817] INFO - 統計 - FPS: 0.0, 推論時間: 150.8ms, CPU: 29.1%, 記憶體: 35.5%
[2025-08-15 13:09:34,987] INFO - 統計 - FPS: 0.0, 推論時間: 151.6ms, CPU: 32.1%, 記憶體: 35.5%
[2025-08-15 13:09:36,151] INFO - 統計 - FPS: 0.0, 推論時間: 151.6ms, CPU: 21.1%, 記憶體: 35.5%
[2025-08-15 13:09:37,323] INFO - 統計 - FPS: 0.0, 推論時間: 152.1ms, CPU: 27.1%, 記憶體: 35.5%
[2025-08-15 13:09:38,488] INFO - 統計 - FPS: 0.0, 推論時間: 152.0ms, CPU: 29.3%, 記憶體: 35.5%
[2025-08-15 13:09:39,627] INFO - 統計 - FPS: 0.0, 推論時間: 152.3ms, CPU: 25.8%, 記憶體: 35.5%
[2025-08-15 13:09:40,804] INFO - 統計 - FPS: 0.0, 推論時間: 151.7ms, CPU: 25.5%, 記憶體: 35.5%
[2025-08-15 13:09:41,948] INFO - 統計 - FPS: 0.0, 推論時間: 151.5ms, CPU: 32.4%, 記憶體: 35.5%
[2025-08-15 13:09:43,089] INFO - 統計 - FPS: 0.0, 推論時間: 151.1ms, CPU: 34.4%, 記憶體: 35.5%
[2025-08-15 13:09:44,255] INFO - 統計 - FPS: 0.0, 推論時間: 151.5ms, CPU: 38.5%, 記憶體: 35.5%
[2025-08-15 13:09:45,402] INFO - 統計 - FPS: 0.0, 推論時間: 151.8ms, CPU: 24.2%, 記憶體: 35.5%
[2025-08-15 13:09:46,557] INFO - 統計 - FPS: 0.0, 推論時間: 151.4ms, CPU: 27.7%, 記憶體: 35.5%
[2025-08-15 13:09:47,707] INFO - 統計 - FPS: 0.0, 推論時間: 151.3ms, CPU: 27.0%, 記憶體: 35.5%
[2025-08-15 13:09:48,873] INFO - 統計 - FPS: 0.0, 推論時間: 151.0ms, CPU: 32.6%, 記憶體: 35.5%
[2025-08-15 13:09:50,011] INFO - 統計 - FPS: 0.0, 推論時間: 150.9ms, CPU: 26.7%, 記憶體: 35.5%
[2025-08-15 13:09:51,180] INFO - 統計 - FPS: 0.0, 推論時間: 151.5ms, CPU: 24.0%, 記憶體: 35.5%
[2025-08-15 13:09:52,332] INFO - 統計 - FPS: 0.0, 推論時間: 151.2ms, CPU: 26.5%, 記憶體: 35.5%
[2025-08-15 13:09:53,484] INFO - 統計 - FPS: 0.0, 推論時間: 151.6ms, CPU: 25.8%, 記憶體: 35.5%
[2025-08-15 13:09:54,649] INFO - 統計 - FPS: 0.0, 推論時間: 151.6ms, CPU: 24.2%, 記憶體: 35.5%
[2025-08-15 13:09:55,800] INFO - 統計 - FPS: 0.0, 推論時間: 151.9ms, CPU: 42.9%, 記憶體: 35.5%
[2025-08-15 13:09:56,969] INFO - 統計 - FPS: 0.0, 推論時間: 152.6ms, CPU: 22.7%, 記憶體: 35.5%
[2025-08-15 13:09:58,137] INFO - 統計 - FPS: 0.0, 推論時間: 152.1ms, CPU: 21.6%, 記憶體: 35.5%
[2025-08-15 13:09:59,291] INFO - 統計 - FPS: 0.0, 推論時間: 152.1ms, CPU: 27.3%, 記憶體: 35.5%
[2025-08-15 13:10:00,463] INFO - 統計 - FPS: 0.0, 推論時間: 152.7ms, CPU: 31.4%, 記憶體: 35.5%
[2025-08-15 13:10:01,613] INFO - 統計 - FPS: 0.0, 推論時間: 152.7ms, CPU: 25.6%, 記憶體: 35.5%
[2025-08-15 13:10:02,780] INFO - 統計 - FPS: 0.0, 推論時間: 152.6ms, CPU: 37.5%, 記憶體: 35.5%
[2025-08-15 13:10:03,934] INFO - 統計 - FPS: 0.0, 推論時間: 152.4ms, CPU: 25.5%, 記憶體: 35.5%
[2025-08-15 13:10:05,115] INFO - 統計 - FPS: 0.0, 推論時間: 152.6ms, CPU: 52.1%, 記憶體: 35.5%
[2025-08-15 13:10:06,269] INFO - 統計 - FPS: 0.0, 推論時間: 152.5ms, CPU: 31.4%, 記憶體: 35.5%
[2025-08-15 13:10:07,428] INFO - 統計 - FPS: 0.0, 推論時間: 151.3ms, CPU: 42.1%, 記憶體: 35.5%
[2025-08-15 13:10:08,603] INFO - 統計 - FPS: 0.0, 推論時間: 151.2ms, CPU: 27.1%, 記憶體: 35.5%
[2025-08-15 13:10:09,748] INFO - 統計 - FPS: 0.0, 推論時間: 150.6ms, CPU: 24.2%, 記憶體: 35.5%
[2025-08-15 13:10:10,943] INFO - 統計 - FPS: 0.0, 推論時間: 150.5ms, CPU: 40.5%, 記憶體: 35.5%
[2025-08-15 13:10:12,093] INFO - 統計 - FPS: 0.0, 推論時間: 150.9ms, CPU: 27.3%, 記憶體: 35.5%
[2025-08-15 13:10:13,259] INFO - 統計 - FPS: 0.0, 推論時間: 150.8ms, CPU: 21.1%, 記憶體: 35.5%
[2025-08-15 13:10:14,412] INFO - 統計 - FPS: 0.0, 推論時間: 151.1ms, CPU: 27.3%, 記憶體: 35.5%
[2025-08-15 13:10:15,569] INFO - 統計 - FPS: 0.0, 推論時間: 151.2ms, CPU: 33.3%, 記憶體: 35.5%
[2025-08-15 13:10:16,762] INFO - 統計 - FPS: 0.0, 推論時間: 152.5ms, CPU: 28.0%, 記憶體: 35.5%
[2025-08-15 13:10:17,931] INFO - 統計 - FPS: 0.0, 推論時間: 153.0ms, CPU: 27.1%, 記憶體: 35.5%
[2025-08-15 13:10:19,086] INFO - 統計 - FPS: 0.0, 推論時間: 153.4ms, CPU: 40.6%, 記憶體: 35.5%
[2025-08-15 13:10:20,254] INFO - 統計 - FPS: 0.0, 推論時間: 152.2ms, CPU: 34.2%, 記憶體: 35.5%
[2025-08-15 13:10:21,421] INFO - 統計 - FPS: 0.0, 推論時間: 152.4ms, CPU: 44.8%, 記憶體: 35.5%
[2025-08-15 13:10:22,579] INFO - 統計 - FPS: 0.0, 推論時間: 151.9ms, CPU: 28.6%, 記憶體: 35.4%
[2025-08-15 13:10:23,743] INFO - 統計 - FPS: 0.0, 推論時間: 151.9ms, CPU: 28.1%, 記憶體: 35.4%
[2025-08-15 13:10:24,912] INFO - 統計 - FPS: 0.0, 推論時間: 151.2ms, CPU: 34.5%, 記憶體: 35.4%
[2025-08-15 13:10:26,061] INFO - 統計 - FPS: 0.0, 推論時間: 151.6ms, CPU: 21.1%, 記憶體: 35.4%
[2025-08-15 13:10:27,229] INFO - 統計 - FPS: 0.0, 推論時間: 151.6ms, CPU: 33.3%, 記憶體: 35.4%
[2025-08-15 13:10:28,380] INFO - 統計 - FPS: 0.0, 推論時間: 151.8ms, CPU: 35.5%, 記憶體: 35.4%
[2025-08-15 13:10:29,548] INFO - 統計 - FPS: 0.0, 推論時間: 151.5ms, CPU: 41.2%, 記憶體: 35.4%
[2025-08-15 13:10:30,700] INFO - 統計 - FPS: 0.0, 推論時間: 152.0ms, CPU: 25.8%, 記憶體: 35.5%
[2025-08-15 13:10:31,860] INFO - 統計 - FPS: 0.0, 推論時間: 151.9ms, CPU: 28.1%, 記憶體: 35.5%
[2025-08-15 13:10:33,005] INFO - 統計 - FPS: 0.0, 推論時間: 152.1ms, CPU: 22.9%, 記憶體: 35.4%
[2025-08-15 13:10:34,160] INFO - 統計 - FPS: 0.0, 推論時間: 151.1ms, CPU: 31.0%, 記憶體: 35.4%
[2025-08-15 13:10:35,335] INFO - 統計 - FPS: 0.0, 推論時間: 152.1ms, CPU: 34.5%, 記憶體: 35.4%
[2025-08-15 13:10:36,524] INFO - 統計 - FPS: 0.0, 推論時間: 152.6ms, CPU: 21.1%, 記憶體: 35.4%
[2025-08-15 13:10:37,694] INFO - 統計 - FPS: 0.0, 推論時間: 154.4ms, CPU: 29.0%, 記憶體: 35.4%
[2025-08-15 13:10:38,882] INFO - 統計 - FPS: 0.0, 推論時間: 153.9ms, CPU: 31.4%, 記憶體: 35.4%
[2025-08-15 13:10:40,046] INFO - 統計 - FPS: 0.0, 推論時間: 153.5ms, CPU: 27.1%, 記憶體: 35.4%
[2025-08-15 13:10:41,183] INFO - 統計 - FPS: 0.0, 推論時間: 152.5ms, CPU: 25.0%, 記憶體: 35.4%
[2025-08-15 13:10:42,332] INFO - 統計 - FPS: 0.0, 推論時間: 151.8ms, CPU: 38.2%, 記憶體: 35.4%
[2025-08-15 13:10:43,506] INFO - 統計 - FPS: 0.0, 推論時間: 151.2ms, CPU: 48.0%, 記憶體: 35.4%
[2025-08-15 13:10:44,641] INFO - 統計 - FPS: 0.0, 推論時間: 150.8ms, CPU: 39.3%, 記憶體: 35.4%
[2025-08-15 13:10:45,813] INFO - 統計 - FPS: 0.0, 推論時間: 151.3ms, CPU: 21.6%, 記憶體: 35.4%
[2025-08-15 13:10:46,948] INFO - 統計 - FPS: 0.0, 推論時間: 151.7ms, CPU: 25.8%, 記憶體: 35.4%
[2025-08-15 13:10:48,141] INFO - 統計 - FPS: 0.0, 推論時間: 152.2ms, CPU: 39.1%, 記憶體: 35.5%
[2025-08-15 13:10:49,313] INFO - 統計 - FPS: 0.0, 推論時間: 154.2ms, CPU: 20.8%, 記憶體: 35.5%
[2025-08-15 13:10:50,483] INFO - 統計 - FPS: 0.0, 推論時間: 154.4ms, CPU: 29.0%, 記憶體: 35.5%
[2025-08-15 13:10:51,633] INFO - 統計 - FPS: 0.0, 推論時間: 154.6ms, CPU: 31.2%, 記憶體: 35.5%
[2025-08-15 13:10:52,784] INFO - 統計 - FPS: 0.0, 推論時間: 151.2ms, CPU: 22.9%, 記憶體: 35.5%
[2025-08-15 13:10:53,954] INFO - 統計 - FPS: 0.0, 推論時間: 151.0ms, CPU: 26.5%, 記憶體: 35.5%
[2025-08-15 13:10:55,110] INFO - 統計 - FPS: 0.0, 推論時間: 151.4ms, CPU: 23.5%, 記憶體: 35.5%
[2025-08-15 13:10:56,292] INFO - 統計 - FPS: 0.0, 推論時間: 152.6ms, CPU: 22.9%, 記憶體: 35.5%
[2025-08-15 13:10:57,427] INFO - 統計 - FPS: 0.0, 推論時間: 153.0ms, CPU: 35.5%, 記憶體: 35.5%
[2025-08-15 13:10:58,601] INFO - 統計 - FPS: 0.0, 推論時間: 152.6ms, CPU: 33.3%, 記憶體: 35.5%
[2025-08-15 13:10:59,762] INFO - 統計 - FPS: 0.0, 推論時間: 151.8ms, CPU: 26.7%, 記憶體: 35.5%
[2025-08-15 13:11:00,919] INFO - 統計 - FPS: 0.0, 推論時間: 152.2ms, CPU: 22.9%, 記憶體: 35.5%
[2025-08-15 13:11:02,066] INFO - 統計 - FPS: 0.0, 推論時間: 152.1ms, CPU: 32.3%, 記憶體: 35.5%
[2025-08-15 13:11:03,216] INFO - 統計 - FPS: 0.0, 推論時間: 151.7ms, CPU: 26.7%, 記憶體: 35.5%
[2025-08-15 13:11:04,385] INFO - 統計 - FPS: 0.0, 推論時間: 151.7ms, CPU: 32.4%, 記憶體: 35.5%
[2025-08-15 13:11:05,536] INFO - 統計 - FPS: 0.0, 推論時間: 151.9ms, CPU: 25.0%, 記憶體: 35.5%
[2025-08-15 13:11:06,704] INFO - 統計 - FPS: 0.0, 推論時間: 152.3ms, CPU: 34.3%, 記憶體: 35.5%
[2025-08-15 13:11:07,840] INFO - 統計 - FPS: 0.0, 推論時間: 151.9ms, CPU: 33.3%, 記憶體: 35.5%
[2025-08-15 13:11:09,008] INFO - 統計 - FPS: 0.0, 推論時間: 152.3ms, CPU: 25.8%, 記憶體: 35.5%
[2025-08-15 13:11:10,164] INFO - 統計 - FPS: 0.0, 推論時間: 152.0ms, CPU: 30.0%, 記憶體: 35.5%
[2025-08-15 13:11:11,326] INFO - 統計 - FPS: 0.0, 推論時間: 152.2ms, CPU: 39.0%, 記憶體: 35.5%
[2025-08-15 13:11:12,482] INFO - 統計 - FPS: 0.0, 推論時間: 151.1ms, CPU: 26.5%, 記憶體: 35.5%
[2025-08-15 13:11:13,640] INFO - 統計 - FPS: 0.0, 推論時間: 151.5ms, CPU: 30.0%, 記憶體: 35.5%
[2025-08-15 13:11:14,790] INFO - 統計 - FPS: 0.0, 推論時間: 151.3ms, CPU: 31.2%, 記憶體: 35.5%
[2025-08-15 13:11:15,958] INFO - 統計 - FPS: 0.0, 推論時間: 151.3ms, CPU: 26.5%, 記憶體: 35.5%
[2025-08-15 13:11:17,113] INFO - 統計 - FPS: 0.0, 推論時間: 151.7ms, CPU: 40.9%, 記憶體: 35.5%
[2025-08-15 13:11:18,274] INFO - 統計 - FPS: 0.0, 推論時間: 150.8ms, CPU: 22.9%, 記憶體: 35.5%
[2025-08-15 13:11:19,441] INFO - 統計 - FPS: 0.0, 推論時間: 150.9ms, CPU: 46.9%, 記憶體: 35.5%
[2025-08-15 13:11:20,583] INFO - 統計 - FPS: 0.0, 推論時間: 151.5ms, CPU: 35.6%, 記憶體: 35.5%
[2025-08-15 13:11:21,750] INFO - 統計 - FPS: 0.0, 推論時間: 151.8ms, CPU: 45.5%, 記憶體: 35.5%
[2025-08-15 13:11:22,902] INFO - 統計 - FPS: 0.0, 推論時間: 151.9ms, CPU: 27.1%, 記憶體: 35.5%
[2025-08-15 13:11:24,049] INFO - 統計 - FPS: 0.0, 推論時間: 152.0ms, CPU: 25.8%, 記憶體: 35.5%
[2025-08-15 13:11:25,224] INFO - 統計 - FPS: 0.0, 推論時間: 151.4ms, CPU: 34.8%, 記憶體: 35.5%
